#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,90,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:40Z,0,time_steal,cpu,cpu-total,bigsur.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:00Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:10Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:20Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:30Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:40Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:50Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:00Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:10Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:20Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:30Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:40Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:50Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:00Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:10Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:20Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:30Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:40Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:50Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:00Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:10Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:20Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:30Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:40Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:50Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:00Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:10Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:20Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:30Z,0,time_steal,cpu,cpu1,bigsur.prod
,,91,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:40Z,0,time_steal,cpu,cpu1,bigsur.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,0,usage_softirq,cpu,cpu0,rsavage.prod
,,92,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,0,usage_softirq,cpu,cpu0,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,16,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,19.280719280719282,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,22.922922922922922,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,18.6,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,15.084915084915085,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,16.016016016016017,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,14.914914914914915,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,20.2,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,13.486513486513486,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,14.4,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,13.6,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,13.386613386613387,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,18.01801801801802,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,17.3,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,18.91891891891892,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,14.285714285714286,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,14.8,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,17.81781781781782,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,16.86626746506986,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,19.08091908091908,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,18.13627254509018,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,18.6,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,17.6,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,17.5,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,17.8,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,18.2,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,14.9,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,13.2,usage_active,cpu,cpu3,rsavage.prod
,,93,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,20.7,usage_active,cpu,cpu3,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,0,usage_guest,cpu,cpu3,rsavage.prod
,,94,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,0,usage_guest,cpu,cpu3,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:01Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:11Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:21Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:31Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:41Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:51Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:01Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:11Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:21Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:31Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:41Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:51Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:01Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:11Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:21Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:31Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:41Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:51Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:01Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:11Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:21Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:31Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:41Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:51Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:01Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:11Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:21Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:31Z,0,time_steal,cpu,cpu2,tahoecity.prod
,,95,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:41Z,0,time_steal,cpu,cpu2,tahoecity.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,274773.546875,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,274784.4921875,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,274795,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,274803.7109375,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,274811.109375,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,274818.921875,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,274826.484375,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,274835.9453125,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,274842.34375,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,274849.609375,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,274856.3671875,time_active,cpu,cpu-total,rsavage.prod
,,96,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,274863.140625,time_active,cpu,cpu-total,rsavage.prod
