#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,200,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:00Z,89.3,usage_idle,cpu,cpu3,bigsur.prod
,,200,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:10Z,90,usage_idle,cpu,cpu3,bigsur.prod
,,200,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:20Z,90.6,usage_idle,cpu,cpu3,bigsur.prod
,,200,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:30Z,90.5905905905906,usage_idle,cpu,cpu3,bigsur.prod
,,200,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:40Z,84.61538461538461,usage_idle,cpu,cpu3,bigsur.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,0,time_iowait,cpu,cpu-total,rsavage.prod
,,201,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,0,time_iowait,cpu,cpu-total,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:01Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:11Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:21Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:31Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:41Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:51Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:01Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:11Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:21Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:31Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:41Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:51Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:01Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:11Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:21Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:31Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:41Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:51Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:01Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:11Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:21Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:31Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:41Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:51Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:01Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:11Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:21Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:31Z,0,usage_iowait,cpu,cpu0,tahoecity.prod
,,202,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:41Z,0,usage_iowait,cpu,cpu0,tahoecity.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,589282.421875,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,589302.7265625,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,589323.4453125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,589346.0078125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,589369.859375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,589393.28125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,589416.96875,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,589438.75,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,589463.609375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,589487.6015625,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,589512.09375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,589536.5859375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,589559.0546875,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,589581.3984375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,589604.21875,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,589628.65625,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,589652.8828125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,589674.78125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,589697.296875,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,589719.578125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,589741.9765625,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,589764.1640625,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,589786.5234375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,589808.828125,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,589831.546875,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,589853.3359375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,589877.4375,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,589901.8515625,time_idle,cpu,cpu-total,rsavage.prod
,,203,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,589923.1796875,time_idle,cpu,cpu-total,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,0,time_nice,cpu,cpu-total,rsavage.prod
,,204,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,0,time_nice,cpu,cpu-total,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:17:57Z,117460.546875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:07Z,117464.3203125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:16Z,117468.53125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:27Z,117473.3671875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:37Z,117478.546875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:46Z,117483.671875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:56Z,117488.8203125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:06Z,117493.421875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:16Z,117499.0078125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:27Z,117504.3203125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:36Z,117509.734375,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:47Z,117515.203125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:19:57Z,117520.0625,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:06Z,117524.7109375,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:16Z,117529.75,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:27Z,117535.1796875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:37Z,117540.5546875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:46Z,117545.046875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:20:57Z,117549.734375,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:07Z,117554.4921875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:17Z,117559.2421875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:27Z,117563.8828125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:37Z,117568.5390625,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:47Z,117573.1953125,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:21:57Z,117578.0546875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:07Z,117582.3984375,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:17Z,117587.71875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:27Z,117592.96875,time_idle,cpu,cpu0,rsavage.prod
,,205,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:22:37Z,117597.2734375,time_idle,cpu,cpu0,rsavage.prod

#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,206,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:01Z,3000108.5078125,time_active,cpu,cpu0,tahoecity.prod
,,206,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:11Z,3000109.40625,time_active,cpu,cpu0,tahoecity.prod
,,206,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:21Z,3000110.3671875,time_active,cpu,cpu0,tahoecity.prod
,,206,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:31Z,3000111.2109375,time_active,cpu,cpu0,tahoecity.prod
,,206,2020-02-25T22:17:54.068926364Z,2020-02-25T22:22:54.068926364Z,2020-02-25T22:18:41Z,3000112.1875,time_active,cpu,cpu0,tahoecity.prod
